datetime,temp,hum,percp,wspeed
2023-05-21 04:00:00,8.7,99.0,0.0,7.3
2023-05-21 05:00:00,12.4,94.0,0.0,8.6
2023-05-21 06:00:00,15.8,85.0,0.0,8.0
2023-05-21 07:00:00,17.2,79.0,0.0,8.5
2023-05-21 08:00:00,18.7,73.0,0.0,9.0
2023-05-21 09:00:00,20.1,67.0,0.0,8.9
2023-05-21 10:00:00,21.3,62.0,0.0,8.1
2023-05-21 11:00:00,22.0,58.0,0.0,9.4
2023-05-21 12:00:00,22.7,56.0,0.0,11.0
2023-05-21 13:00:00,22.6,55.0,0.1,11.7
2023-05-21 14:00:00,22.7,56.0,0.0,12.2
2023-05-21 15:00:00,22.6,57.0,0.0,13.1
2023-05-21 16:00:00,21.7,61.0,0.0,12.4
2023-05-21 17:00:00,21.1,66.0,0.0,9.5
2023-05-21 18:00:00,20.0,71.0,0.0,7.9
2023-05-21 19:00:00,19.1,71.0,0.0,6.5
2023-05-21 20:00:00,17.9,75.0,0.0,5.5
2023-05-21 21:00:00,17.0,77.0,0.0,4.3
2023-05-21 22:00:00,15.8,82.0,0.0,6.1
2023-05-21 23:00:00,15.4,82.0,0.0,6.2
2023-05-22 00:00:00,14.6,85.0,0.0,8.0
2023-05-22 01:00:00,14.4,84.0,0.0,8.2
2023-05-22 02:00:00,13.7,87.0,0.0,6.8
2023-05-22 03:00:00,13.1,88.0,0.0,5.6
2023-05-22 04:00:00,12.7,90.0,0.0,5.5
2023-05-22 05:00:00,13.9,92.0,0.0,4.5
2023-05-22 06:00:00,17.5,80.0,0.0,3.3
2023-05-22 07:00:00,19.0,77.0,0.0,4.0
2023-05-22 08:00:00,20.6,67.0,0.0,4.0
2023-05-22 09:00:00,22.0,61.0,0.0,4.2
2023-05-22 10:00:00,23.0,55.0,0.0,2.2
2023-05-22 11:00:00,23.8,51.0,0.0,3.6
2023-05-22 12:00:00,24.3,48.0,0.0,4.6
2023-05-22 13:00:00,24.6,47.0,0.0,6.2
2023-05-22 14:00:00,24.5,47.0,0.0,7.7
2023-05-22 15:00:00,24.3,48.0,0.3,9.0
2023-05-22 16:00:00,23.1,56.0,0.0,9.4
2023-05-22 17:00:00,22.2,62.0,0.0,7.9
2023-05-22 18:00:00,21.1,67.0,0.0,5.8
2023-05-22 19:00:00,20.2,71.0,0.0,7.6
2023-05-22 20:00:00,18.3,80.0,0.0,6.5
2023-05-22 21:00:00,17.0,82.0,0.0,6.1
2023-05-22 22:00:00,16.1,84.0,0.0,4.8
2023-05-22 23:00:00,15.2,86.0,0.0,5.1
2023-05-23 00:00:00,14.5,88.0,0.0,5.6
2023-05-23 01:00:00,13.7,91.0,0.0,4.6
2023-05-23 02:00:00,12.1,94.0,0.0,5.0
2023-05-23 03:00:00,11.5,95.0,0.0,6.4
2023-05-23 04:00:00,11.4,95.0,0.0,7.8
2023-05-23 05:00:00,13.7,92.0,0.0,8.4
2023-05-23 06:00:00,17.9,81.0,0.0,6.4
2023-05-23 07:00:00,20.4,71.0,0.0,5.6
2023-05-23 08:00:00,22.4,62.0,0.0,6.1
2023-05-23 09:00:00,23.8,57.0,0.0,7.1
2023-05-23 10:00:00,24.8,54.0,0.0,3.5
2023-05-23 11:00:00,25.1,52.0,0.0,4.7
2023-05-23 12:00:00,24.5,56.0,0.0,7.9
2023-05-23 13:00:00,24.9,54.0,0.0,9.0
2023-05-23 14:00:00,23.4,60.0,0.4,8.8
2023-05-23 15:00:00,22.4,65.0,0.0,5.5
2023-05-23 16:00:00,21.6,72.0,0.0,11.6
2023-05-23 17:00:00,20.5,77.0,0.0,3.9
2023-05-23 18:00:00,19.6,80.0,0.2,3.7
2023-05-23 19:00:00,18.1,91.0,0.2,4.5
2023-05-23 20:00:00,17.4,93.0,0.2,3.3
2023-05-23 21:00:00,16.8,94.0,0.0,4.2
2023-05-23 22:00:00,16.3,94.0,0.0,1.8
2023-05-23 23:00:00,16.0,94.0,0.0,2.9
2023-05-24 00:00:00,15.6,94.0,0.1,2.2
2023-05-24 01:00:00,15.2,94.0,1.4,1.1
2023-05-24 02:00:00,14.6,95.0,0.9,1.8
2023-05-24 03:00:00,14.1,95.0,0.4,3.0
2023-05-24 04:00:00,14.3,95.0,0.1,3.2
2023-05-24 05:00:00,15.5,94.0,0.0,3.1
2023-05-24 06:00:00,16.8,91.0,0.0,4.6
2023-05-24 07:00:00,16.1,91.0,0.9,6.6
2023-05-24 08:00:00,15.9,98.0,1.0,7.9
2023-05-24 09:00:00,16.7,98.0,1.1,8.5
2023-05-24 10:00:00,16.9,98.0,0.7,5.8
2023-05-24 11:00:00,16.9,97.0,0.7,7.3
2023-05-24 12:00:00,17.1,96.0,0.3,4.7
2023-05-24 13:00:00,17.1,96.0,0.1,3.4
2023-05-24 14:00:00,17.3,94.0,0.0,7.8
2023-05-24 15:00:00,17.4,83.0,0.0,10.0
2023-05-24 16:00:00,17.5,83.0,0.0,10.9
2023-05-24 17:00:00,17.2,81.0,0.0,9.2
2023-05-24 18:00:00,16.7,82.0,0.0,6.9
2023-05-24 19:00:00,16.1,85.0,0.0,5.8
2023-05-24 20:00:00,15.2,87.0,0.0,7.6
2023-05-24 21:00:00,14.5,89.0,0.0,9.3
2023-05-24 22:00:00,14.0,88.0,0.0,10.9
2023-05-24 23:00:00,13.9,87.0,0.0,11.1
2023-05-25 00:00:00,13.5,87.0,0.0,9.3
2023-05-25 01:00:00,13.5,84.0,0.0,9.0
2023-05-25 02:00:00,13.7,82.0,0.0,9.8
2023-05-25 03:00:00,13.4,83.0,0.0,9.0
2023-05-25 04:00:00,13.2,85.0,0.0,8.6
2023-05-25 05:00:00,13.6,87.0,0.0,9.1
2023-05-25 06:00:00,15.5,78.0,0.0,10.2
2023-05-25 07:00:00,16.3,77.0,0.0,10.5
2023-05-25 08:00:00,17.5,71.0,0.0,9.8
2023-05-25 09:00:00,19.0,65.0,0.0,9.6
2023-05-25 10:00:00,20.0,60.0,0.0,6.2
2023-05-25 11:00:00,20.7,58.0,0.0,6.4
2023-05-25 12:00:00,21.2,56.0,0.0,6.9
2023-05-25 13:00:00,21.5,55.0,0.0,7.5
2023-05-25 14:00:00,22.2,52.0,0.0,8.8
2023-05-25 15:00:00,22.2,51.0,0.0,10.4
2023-05-25 16:00:00,22.0,53.0,0.0,10.7
2023-05-25 17:00:00,21.0,59.0,0.0,9.8
2023-05-25 18:00:00,19.4,66.0,0.0,9.0
2023-05-25 19:00:00,18.2,75.0,0.0,6.6
2023-05-25 20:00:00,17.1,82.0,0.0,5.5
2023-05-25 21:00:00,17.6,74.0,0.0,6.5
2023-05-25 22:00:00,17.0,76.0,0.0,8.3
2023-05-25 23:00:00,15.2,83.0,0.0,7.9
2023-05-26 00:00:00,13.9,88.0,0.0,8.3
2023-05-26 01:00:00,13.3,90.0,0.0,8.2
2023-05-26 02:00:00,12.7,92.0,0.0,8.8
2023-05-26 03:00:00,12.6,93.0,0.0,9.4
2023-05-26 04:00:00,12.5,93.0,0.0,9.8
2023-05-26 05:00:00,14.1,90.0,0.0,11.1
2023-05-26 06:00:00,16.4,82.0,0.0,11.1
2023-05-26 07:00:00,18.3,67.0,0.0,13.2
2023-05-26 08:00:00,19.5,61.0,0.0,13.9
2023-05-26 09:00:00,20.7,56.0,0.0,15.3
2023-05-26 10:00:00,21.6,52.0,0.0,13.3
2023-05-26 11:00:00,22.3,49.0,0.0,14.3
2023-05-26 12:00:00,22.8,46.0,0.0,14.8
2023-05-26 13:00:00,23.0,45.0,0.0,15.4
2023-05-26 14:00:00,23.1,43.0,0.0,16.6
2023-05-26 15:00:00,23.1,43.0,0.0,16.9
2023-05-26 16:00:00,22.3,47.0,0.0,17.4
2023-05-26 17:00:00,21.1,55.0,0.0,16.4
2023-05-26 18:00:00,19.6,60.0,0.0,15.4
2023-05-26 19:00:00,18.6,62.0,0.0,15.1
2023-05-26 20:00:00,17.6,65.0,0.0,14.5
2023-05-26 21:00:00,16.8,68.0,0.0,14.3
2023-05-26 22:00:00,16.3,69.0,0.0,17.2
2023-05-26 23:00:00,16.0,69.0,0.0,15.0
2023-05-27 00:00:00,15.4,71.0,0.0,13.7
2023-05-27 01:00:00,14.9,72.0,0.0,13.1
2023-05-27 02:00:00,14.5,73.0,0.0,13.4
2023-05-27 03:00:00,14.0,75.0,0.0,13.8
2023-05-27 04:00:00,13.6,76.0,0.0,13.4
2023-05-27 05:00:00,14.3,75.0,0.0,13.0
2023-05-27 06:00:00,16.0,66.0,0.0,13.4
2023-05-27 07:00:00,17.3,51.0,0.0,15.9
2023-05-27 08:00:00,18.3,48.0,0.0,15.8
2023-05-27 09:00:00,19.2,45.0,0.0,16.3
2023-05-27 10:00:00,19.9,44.0,0.0,12.5
2023-05-27 11:00:00,20.3,44.0,0.0,14.7
2023-05-27 12:00:00,20.7,45.0,0.0,14.8
2023-05-27 13:00:00,20.9,46.0,0.0,15.3
2023-05-27 14:00:00,21.1,47.0,0.0,15.6
2023-05-27 15:00:00,21.0,48.0,0.0,15.7
2023-05-27 16:00:00,20.6,51.0,0.0,14.4
2023-05-27 17:00:00,19.9,56.0,0.0,12.0
2023-05-27 18:00:00,18.7,61.0,0.0,10.7
2023-05-27 19:00:00,17.4,58.0,0.0,10.2
2023-05-27 20:00:00,16.1,63.0,0.0,9.2
2023-05-27 21:00:00,15.1,67.0,0.0,9.2
2023-05-27 22:00:00,14.3,69.0,0.0,9.8
2023-05-27 23:00:00,13.2,73.0,0.0,8.9
2023-05-28 00:00:00,12.3,77.0,0.0,6.6
2023-05-28 01:00:00,11.5,79.0,0.0,6.5
2023-05-28 02:00:00,10.8,82.0,0.0,6.5
2023-05-28 03:00:00,10.4,84.0,0.0,6.1
2023-05-28 04:00:00,10.3,85.0,0.0,6.3
2023-05-28 05:00:00,12.7,80.0,0.0,6.4
2023-05-28 06:00:00,15.1,70.0,0.0,5.6
2023-05-28 07:00:00,16.9,60.0,0.0,6.0
2023-05-28 08:00:00,18.2,57.0,0.0,6.6
2023-05-28 09:00:00,19.2,56.0,0.0,6.5
2023-05-28 10:00:00,20.2,54.0,0.0,3.6
2023-05-28 11:00:00,21.1,52.0,0.0,4.2
2023-05-28 12:00:00,21.3,52.0,0.0,5.4
2023-05-28 13:00:00,21.7,51.0,0.0,6.3
2023-05-28 14:00:00,21.7,51.0,0.0,7.0
2023-05-28 15:00:00,21.7,51.0,0.0,8.9
2023-05-28 16:00:00,21.4,53.0,0.0,9.2
2023-05-28 17:00:00,20.7,59.0,0.0,7.4
2023-05-28 18:00:00,19.9,65.0,0.0,6.3
2023-05-28 19:00:00,18.5,72.0,0.0,6.3
2023-05-28 20:00:00,16.8,80.0,0.0,5.6
2023-05-28 21:00:00,16.1,80.0,0.0,5.2
2023-05-28 22:00:00,15.1,83.0,0.0,7.0
2023-05-28 23:00:00,14.8,84.0,0.0,7.2
2023-05-29 00:00:00,14.2,86.0,0.0,6.8
2023-05-29 01:00:00,13.6,87.0,0.0,7.6
2023-05-29 02:00:00,12.9,89.0,0.0,6.8
2023-05-29 03:00:00,12.3,91.0,0.0,6.6
2023-05-29 04:00:00,12.0,92.0,0.0,6.6
2023-05-29 05:00:00,13.6,91.0,0.0,7.4
2023-05-29 06:00:00,17.3,77.0,0.0,6.5
2023-05-29 07:00:00,19.1,64.0,0.0,9.3
2023-05-29 08:00:00,20.4,54.0,0.0,11.8
2023-05-29 09:00:00,21.0,50.0,0.0,12.2
2023-05-29 10:00:00,21.6,47.0,0.0,10.2
2023-05-29 11:00:00,22.1,45.0,0.1,10.7
2023-05-29 12:00:00,22.1,45.0,0.0,12.6
2023-05-29 13:00:00,22.5,44.0,0.0,13.0
2023-05-29 14:00:00,22.7,43.0,0.0,11.9
2023-05-29 15:00:00,22.2,45.0,0.0,12.9
2023-05-29 16:00:00,21.9,47.0,0.0,12.3
2023-05-29 17:00:00,21.3,53.0,0.0,8.8
2023-05-29 18:00:00,20.2,58.0,0.0,5.9
2023-05-29 19:00:00,18.5,70.0,0.0,5.4
2023-05-29 20:00:00,17.3,72.0,0.0,5.4
2023-05-29 21:00:00,15.8,76.0,0.0,6.1
2023-05-29 22:00:00,14.8,79.0,0.0,7.2
2023-05-29 23:00:00,14.0,81.0,0.0,6.8
2023-05-30 00:00:00,13.4,83.0,0.0,4.1
2023-05-30 01:00:00,13.1,82.0,0.0,5.1
2023-05-30 02:00:00,12.8,82.0,0.0,6.6
2023-05-30 03:00:00,12.4,81.0,0.0,7.1
2023-05-30 04:00:00,12.1,83.0,0.0,8.6
2023-05-30 05:00:00,13.7,84.0,0.0,10.0
2023-05-30 06:00:00,17.1,68.0,0.0,9.0
2023-05-30 07:00:00,18.8,57.0,0.0,10.2
2023-05-30 08:00:00,20.1,51.0,0.0,11.4
2023-05-30 09:00:00,21.4,46.0,0.0,11.9
2023-05-30 10:00:00,22.2,42.0,0.0,10.9
2023-05-30 11:00:00,22.5,41.0,0.0,12.7
2023-05-30 12:00:00,22.4,40.0,0.0,13.0
2023-05-30 13:00:00,22.6,39.0,0.0,13.8
2023-05-30 14:00:00,22.3,40.0,0.1,15.3
2023-05-30 15:00:00,22.0,42.0,0.1,16.4
2023-05-30 16:00:00,21.5,44.0,0.0,13.5
2023-05-30 17:00:00,20.7,50.0,0.0,11.3
2023-05-30 18:00:00,19.5,54.0,0.0,10.5
2023-05-30 19:00:00,18.5,56.0,0.0,9.7
2023-05-30 20:00:00,17.7,58.0,0.0,10.3
2023-05-30 21:00:00,16.9,59.0,0.0,10.6
2023-05-30 22:00:00,16.4,60.0,0.0,12.6
2023-05-30 23:00:00,15.8,62.0,0.1,14.2
2023-05-31 00:00:00,15.1,65.0,0.0,12.5
2023-05-31 01:00:00,14.5,67.0,0.0,10.6
2023-05-31 02:00:00,14.1,69.0,0.0,10.2
2023-05-31 03:00:00,13.9,69.0,0.0,11.7
2023-05-31 04:00:00,13.6,72.0,0.3,11.3
2023-05-31 05:00:00,13.9,76.0,1.2,10.5
2023-05-31 06:00:00,14.9,73.0,1.4,9.8
2023-05-31 07:00:00,16.3,64.0,1.3,9.5
2023-05-31 08:00:00,16.9,66.0,1.5,10.0
2023-05-31 09:00:00,17.2,70.0,0.9,9.8
2023-05-31 10:00:00,17.5,72.0,1.4,9.3
2023-05-31 11:00:00,18.3,71.0,0.7,8.9
2023-05-31 12:00:00,18.5,71.0,0.8,9.0
2023-05-31 13:00:00,19.0,71.0,0.4,11.3
2023-05-31 14:00:00,19.7,68.0,0.2,11.1
2023-05-31 15:00:00,20.3,64.0,0.1,9.3
2023-05-31 16:00:00,20.3,64.0,0.0,8.2
2023-05-31 17:00:00,20.0,67.0,0.0,8.2
2023-05-31 18:00:00,19.2,71.0,0.0,5.1
2023-05-31 19:00:00,19.8,63.0,0.0,4.1
2023-05-31 20:00:00,17.8,76.0,0.0,4.3
2023-05-31 21:00:00,16.6,78.0,0.0,5.6
2023-05-31 22:00:00,16.1,78.0,0.0,5.6
2023-05-31 23:00:00,14.9,84.0,0.0,5.5
2023-06-01 00:00:00,14.3,86.0,0.0,5.1
2023-06-01 01:00:00,14.0,86.0,0.0,5.0
2023-06-01 02:00:00,13.8,85.0,0.0,5.8
2023-06-01 03:00:00,12.9,89.0,0.0,5.0
2023-06-01 04:00:00,12.7,90.0,0.0,4.5
2023-06-01 05:00:00,14.2,90.0,0.0,4.7
2023-06-01 06:00:00,17.6,77.0,0.0,3.7
2023-06-01 07:00:00,19.7,67.0,0.0,5.4
2023-06-01 08:00:00,20.9,59.0,0.0,6.4
2023-06-01 09:00:00,21.6,55.0,0.0,6.2
2023-06-01 10:00:00,22.6,53.0,0.0,5.0
2023-06-01 11:00:00,23.4,52.0,0.0,6.5
2023-06-01 12:00:00,24.0,50.0,0.0,6.9
2023-06-01 13:00:00,24.3,49.0,0.0,6.2
2023-06-01 14:00:00,24.3,49.0,0.0,6.8
2023-06-01 15:00:00,24.2,49.0,0.0,7.3
2023-06-01 16:00:00,23.7,50.0,0.1,7.7
2023-06-01 17:00:00,22.6,59.0,0.0,6.1
2023-06-01 18:00:00,21.3,66.0,0.0,4.0
2023-06-01 19:00:00,20.5,69.0,0.0,5.2
2023-06-01 20:00:00,19.6,70.0,0.0,5.5
2023-06-01 21:00:00,18.2,76.0,0.0,5.9
2023-06-01 22:00:00,17.2,81.0,0.0,3.3
2023-06-01 23:00:00,16.1,87.0,0.0,4.7
2023-06-02 00:00:00,15.4,89.0,0.0,4.2
2023-06-02 01:00:00,14.4,93.0,0.0,5.0
2023-06-02 02:00:00,13.9,94.0,0.0,5.2
2023-06-02 03:00:00,13.2,96.0,0.0,3.6
2023-06-02 04:00:00,13.2,96.0,0.0,3.3
2023-06-02 05:00:00,14.8,94.0,0.0,4.7
2023-06-02 06:00:00,18.6,82.0,0.0,3.8
2023-06-02 07:00:00,20.5,69.0,0.0,4.1
2023-06-02 08:00:00,22.1,62.0,0.0,2.3
2023-06-02 09:00:00,23.2,57.0,0.0,0.7
2023-06-02 10:00:00,24.1,53.0,0.0,1.8
2023-06-02 11:00:00,24.7,49.0,0.0,2.9
2023-06-02 12:00:00,25.1,46.0,0.0,5.5
2023-06-02 13:00:00,25.5,44.0,0.0,7.6
2023-06-02 14:00:00,25.5,42.0,0.0,13.0
2023-06-02 15:00:00,24.5,46.0,0.0,10.7
2023-06-02 16:00:00,22.4,59.0,0.1,8.9
2023-06-02 17:00:00,21.1,68.0,0.0,6.4
2023-06-02 18:00:00,20.3,74.0,0.0,4.7
2023-06-02 19:00:00,19.1,82.0,0.5,7.3
2023-06-02 20:00:00,19.3,76.0,0.1,7.1
2023-06-02 21:00:00,17.0,87.0,0.0,7.4
2023-06-02 22:00:00,16.7,86.0,0.0,8.3
2023-06-02 23:00:00,16.2,85.0,0.0,12.2
2023-06-03 00:00:00,15.8,83.0,0.0,13.0
2023-06-03 01:00:00,15.1,80.0,0.0,12.7
2023-06-03 02:00:00,14.3,81.0,0.0,11.9
2023-06-03 03:00:00,13.4,81.0,0.0,12.0
2023-06-03 04:00:00,13.3,79.0,0.0,12.9
2023-06-03 05:00:00,14.4,71.0,0.0,13.2
2023-06-03 06:00:00,14.9,66.0,0.0,14.8
2023-06-03 07:00:00,15.5,68.0,0.3,13.0
2023-06-03 08:00:00,16.3,64.0,0.4,12.3
2023-06-03 09:00:00,17.1,60.0,0.4,11.2
2023-06-03 10:00:00,18.1,55.0,0.1,8.4
2023-06-03 11:00:00,18.8,53.0,0.0,8.2
2023-06-03 12:00:00,19.2,52.0,0.0,7.7
2023-06-03 13:00:00,19.5,52.0,0.0,7.1
2023-06-03 14:00:00,19.6,52.0,0.0,6.0
2023-06-03 15:00:00,19.7,52.0,0.0,6.9
2023-06-03 16:00:00,19.4,53.0,0.0,6.5
2023-06-03 17:00:00,19.1,55.0,0.0,4.8
2023-06-03 18:00:00,18.5,63.0,0.0,3.0
2023-06-03 19:00:00,17.0,76.0,0.0,2.5
2023-06-03 20:00:00,15.9,78.0,0.0,3.5
2023-06-03 21:00:00,16.0,73.0,0.0,2.5
2023-06-03 22:00:00,16.8,66.0,0.0,1.8
2023-06-03 23:00:00,16.5,67.0,0.0,2.6
2023-06-04 00:00:00,15.1,77.0,0.0,2.9
2023-06-04 01:00:00,14.7,79.0,0.0,1.9
2023-06-04 02:00:00,14.7,79.0,0.0,3.0
2023-06-04 03:00:00,14.9,79.0,0.0,4.1
2023-06-04 04:00:00,14.6,81.0,0.0,2.5
2023-06-04 05:00:00,15.1,84.0,0.0,3.3
2023-06-04 06:00:00,16.4,75.0,0.0,3.6
2023-06-04 07:00:00,17.5,76.0,0.2,4.1
2023-06-04 08:00:00,18.3,75.0,0.0,4.7
2023-06-04 09:00:00,19.8,70.0,0.0,5.6
2023-06-04 10:00:00,21.3,65.0,0.0,7.6
2023-06-04 11:00:00,22.4,64.0,0.0,9.0
2023-06-04 12:00:00,22.6,64.0,0.0,9.2
2023-06-04 13:00:00,22.6,62.0,0.0,6.7
2023-06-04 14:00:00,22.6,62.0,0.0,5.7
2023-06-04 15:00:00,21.1,71.0,0.3,6.0
2023-06-04 16:00:00,20.1,80.0,0.8,3.6
2023-06-04 17:00:00,19.1,87.0,0.5,2.6
2023-06-04 18:00:00,18.4,91.0,0.4,2.5
2023-06-04 19:00:00,16.8,97.0,1.1,4.7
2023-06-04 20:00:00,16.0,98.0,0.8,5.9
2023-06-04 21:00:00,15.6,99.0,0.2,6.3
2023-06-04 22:00:00,15.3,99.0,0.1,9.9
2023-06-04 23:00:00,14.9,99.0,0.2,8.4
2023-06-05 00:00:00,14.9,95.0,0.4,8.7
2023-06-05 01:00:00,14.6,95.0,0.6,9.7
2023-06-05 02:00:00,14.1,99.0,0.3,10.2
2023-06-05 03:00:00,13.9,99.0,0.0,9.8
2023-06-05 04:00:00,13.8,99.0,0.3,9.3
2023-06-05 05:00:00,14.0,99.0,0.8,7.4
2023-06-05 06:00:00,14.3,99.0,1.1,7.0
2023-06-05 07:00:00,15.0,97.0,1.1,6.4
2023-06-05 08:00:00,15.4,99.0,1.1,7.5
2023-06-05 09:00:00,15.6,99.0,1.1,7.1
2023-06-05 10:00:00,15.9,99.0,1.2,4.6
2023-06-05 11:00:00,16.1,99.0,0.7,4.9
2023-06-05 12:00:00,16.1,98.0,0.7,4.7
2023-06-05 13:00:00,18.4,85.0,0.6,6.9
2023-06-05 14:00:00,17.2,96.0,0.6,6.8
2023-06-05 15:00:00,16.8,98.0,0.5,6.2
2023-06-05 16:00:00,16.5,98.0,0.8,5.6
2023-06-05 17:00:00,16.2,99.0,1.4,4.6
2023-06-05 18:00:00,15.8,99.0,0.9,3.4
2023-06-05 19:00:00,15.2,99.0,0.1,2.9
2023-06-05 20:00:00,14.6,99.0,0.1,4.0
2023-06-05 21:00:00,14.1,99.0,0.0,5.5
2023-06-05 22:00:00,13.6,100.0,0.0,6.4
2023-06-05 23:00:00,12.9,100.0,0.0,7.1
2023-06-06 00:00:00,13.3,99.0,0.0,5.4
2023-06-06 01:00:00,12.5,100.0,0.0,6.1
2023-06-06 02:00:00,12.4,100.0,0.0,4.6
2023-06-06 03:00:00,12.5,100.0,0.0,3.3
2023-06-06 04:00:00,12.8,100.0,0.0,1.8
2023-06-06 05:00:00,13.9,99.0,0.0,4.0
2023-06-06 06:00:00,15.3,92.0,0.0,3.2
2023-06-06 07:00:00,16.6,96.0,0.4,3.4
2023-06-06 08:00:00,17.2,92.0,0.2,3.9
2023-06-06 09:00:00,18.4,89.0,0.2,2.9
2023-06-06 10:00:00,19.1,87.0,0.3,1.9
2023-06-06 11:00:00,19.5,86.0,0.4,0.8
2023-06-06 12:00:00,19.7,85.0,0.5,2.7
2023-06-06 13:00:00,19.6,86.0,0.3,5.1
2023-06-06 14:00:00,19.9,86.0,0.3,4.0
2023-06-06 15:00:00,19.4,87.0,0.3,4.2
2023-06-06 16:00:00,19.0,88.0,0.1,3.6
2023-06-06 17:00:00,18.5,89.0,0.5,4.3
2023-06-06 18:00:00,18.2,93.0,0.8,3.2
2023-06-06 19:00:00,16.7,91.0,1.1,5.2
2023-06-06 20:00:00,16.3,92.0,0.1,3.2
2023-06-06 21:00:00,15.8,94.0,0.0,2.4
2023-06-06 22:00:00,15.0,95.0,0.0,3.6
2023-06-06 23:00:00,13.9,99.0,0.0,2.7
2023-06-07 00:00:00,13.5,97.0,0.0,4.0
2023-06-07 01:00:00,12.8,100.0,0.0,3.6
2023-06-07 02:00:00,12.3,100.0,0.0,2.9
2023-06-07 03:00:00,12.4,99.0,0.0,4.1
2023-06-07 04:00:00,12.4,99.0,0.0,5.8
2023-06-07 05:00:00,13.5,98.0,0.0,6.2
2023-06-07 06:00:00,15.8,98.0,0.0,5.5
2023-06-07 07:00:00,16.8,91.0,0.1,2.5
2023-06-07 08:00:00,18.6,83.0,0.0,1.6
2023-06-07 09:00:00,20.3,73.0,0.0,1.8
2023-06-07 10:00:00,21.1,66.0,0.0,0.8
2023-06-07 11:00:00,21.8,64.0,0.0,0.7
2023-06-07 12:00:00,22.1,63.0,0.1,4.5
2023-06-07 13:00:00,22.1,65.0,0.4,7.4
2023-06-07 14:00:00,22.0,66.0,0.5,8.0
2023-06-07 15:00:00,22.0,66.0,0.2,1.5
2023-06-07 16:00:00,21.8,67.0,0.1,2.3
2023-06-07 17:00:00,21.4,70.0,0.0,4.0
2023-06-07 18:00:00,20.1,85.0,0.0,6.8
2023-06-07 19:00:00,18.4,88.0,0.0,5.2
2023-06-07 20:00:00,18.0,88.0,0.0,4.3
2023-06-07 21:00:00,17.1,91.0,0.0,5.5
2023-06-07 22:00:00,16.2,93.0,0.0,3.6
2023-06-07 23:00:00,15.7,94.0,0.0,3.9
2023-06-08 00:00:00,15.0,98.0,0.0,2.2
2023-06-08 01:00:00,13.5,100.0,0.0,3.6
2023-06-08 02:00:00,13.3,100.0,0.0,2.9
2023-06-08 03:00:00,13.4,99.0,0.0,1.8
2023-06-08 04:00:00,13.7,100.0,0.0,1.4
2023-06-08 05:00:00,14.5,99.0,0.0,1.1
2023-06-08 06:00:00,15.7,98.0,0.0,1.6
2023-06-08 07:00:00,17.4,89.0,0.0,0.4
2023-06-08 08:00:00,19.2,83.0,0.1,1.8
2023-06-08 09:00:00,20.1,81.0,0.1,0.7
2023-06-08 10:00:00,21.2,79.0,0.2,0.4
2023-06-08 11:00:00,21.8,76.0,0.3,2.5
2023-06-08 12:00:00,21.9,72.0,0.3,3.7
2023-06-08 13:00:00,21.0,77.0,0.6,3.8
2023-06-08 14:00:00,20.5,78.0,1.9,1.8
2023-06-08 15:00:00,20.6,80.0,2.4,1.8
2023-06-08 16:00:00,21.0,78.0,0.4,2.0
2023-06-08 17:00:00,20.3,81.0,0.0,7.9
2023-06-08 18:00:00,19.3,84.0,0.2,4.4
2023-06-08 19:00:00,17.3,89.0,0.0,2.9
2023-06-08 20:00:00,16.0,94.0,0.0,3.5
2023-06-08 21:00:00,15.3,95.0,0.1,6.6
2023-06-08 22:00:00,15.9,93.0,0.2,4.2
2023-06-08 23:00:00,13.5,100.0,0.1,3.1
2023-06-09 00:00:00,13.3,99.0,0.0,4.9
2023-06-09 01:00:00,12.9,100.0,0.0,4.5
2023-06-09 02:00:00,12.3,99.0,0.0,4.6
2023-06-09 03:00:00,11.6,99.0,0.0,4.1
2023-06-09 04:00:00,11.7,98.0,0.0,4.1
2023-06-09 05:00:00,13.1,97.0,0.0,4.1
2023-06-09 06:00:00,14.8,97.0,0.0,4.5
2023-06-09 07:00:00,17.1,91.0,0.0,3.3
2023-06-09 08:00:00,18.9,84.0,0.1,2.9
2023-06-09 09:00:00,20.8,71.0,0.1,1.1
2023-06-09 10:00:00,21.7,64.0,0.1,4.9
2023-06-09 11:00:00,22.4,61.0,0.1,5.2
2023-06-09 12:00:00,22.8,60.0,0.0,4.9
2023-06-09 13:00:00,23.0,60.0,0.0,5.8
2023-06-09 14:00:00,22.7,61.0,0.0,6.2
2023-06-09 15:00:00,22.0,65.0,0.9,4.0
2023-06-09 16:00:00,21.4,69.0,0.3,4.6
2023-06-09 17:00:00,20.9,73.0,0.1,3.2
2023-06-09 18:00:00,20.3,79.0,0.0,1.5
2023-06-09 19:00:00,18.9,86.0,0.0,2.9
2023-06-09 20:00:00,18.0,89.0,0.3,1.9
2023-06-09 21:00:00,18.5,86.0,0.1,0.4
2023-06-09 22:00:00,16.9,91.0,0.0,3.7
2023-06-09 23:00:00,15.6,94.0,0.0,5.1
2023-06-10 00:00:00,17.1,91.0,0.0,5.1
2023-06-10 01:00:00,16.8,92.0,0.0,4.2
2023-06-10 02:00:00,16.7,93.0,0.0,4.7
2023-06-10 03:00:00,15.7,95.0,0.0,4.5
2023-06-10 04:00:00,15.6,95.0,0.0,4.8
2023-06-10 05:00:00,16.6,96.0,0.0,4.8
