capacity,vehicles_available,capacity_free,hour,temp,hum,percp,wspeed
20,10,10,21,18.5,86.0,0.1,0.4
20,1,19,22,16.9,91.0,0.0,3.7
20,0,20,23,15.6,94.0,0.0,5.1
20,0,20,0,17.1,91.0,0.0,5.1
20,1,19,1,16.8,92.0,0.0,4.2
20,1,19,3,15.7,95.0,0.0,4.5
20,0,20,4,15.6,95.0,0.0,4.8
20,0,20,5,16.6,96.0,0.0,4.8
20,0,20,6,18.0,88.0,0.0,5.4
20,2,18,7,18.5,90.0,0.1,6.4
20,2,18,8,19.1,89.0,0.1,5.6
20,2,18,9,20.1,85.0,0.1,5.8
20,1,19,10,21.3,79.0,0.2,6.6
20,0,20,11,21.6,73.0,0.2,6.8
20,0,20,12,21.2,72.0,0.2,8.4
20,3,17,13,21.7,71.0,0.1,12.4
20,1,19,14,19.7,81.0,3.7,11.3
20,1,19,15,19.9,83.0,0.6,10.0
20,0,20,16,20.1,83.0,0.0,7.2
20,1,19,17,19.7,84.0,0.0,5.4
20,0,20,18,19.4,85.0,0.0,5.5
20,6,14,19,18.3,89.0,0.3,7.2
20,2,18,20,17.6,91.0,0.1,5.8
20,3,17,21,17.1,91.0,0.1,4.9
20,3,17,22,16.8,92.0,0.4,8.8
20,3,17,23,16.5,94.0,0.6,6.4
20,4,16,0,16.3,94.0,0.4,8.4
20,3,17,1,15.8,99.0,0.4,7.9
20,2,18,3,15.8,98.0,1.1,10.4
20,2,18,5,15.9,98.0,1.2,10.5
20,2,18,5,15.9,98.0,1.2,10.5
20,2,18,6,16.1,98.0,0.6,10.5
20,2,18,7,16.8,92.0,1.1,13.0
20,2,18,8,17.6,88.0,0.3,13.8
20,3,17,9,18.2,86.0,0.4,12.0
20,2,18,10,20.2,82.0,0.3,11.0
20,2,18,11,21.3,73.0,0.4,13.4
20,2,18,12,21.4,70.0,0.2,14.7
20,2,18,13,21.7,69.0,0.2,14.0
20,3,17,14,21.2,72.0,1.3,15.3
20,1,19,15,21.7,68.0,0.0,14.5
20,0,20,16,21.5,68.0,0.0,14.5
20,0,20,17,20.9,68.0,2.1,14.3
20,1,19,18,19.7,72.0,0.6,10.2
20,2,18,19,18.9,76.0,0.0,10.9
20,3,17,20,18.1,78.0,0.0,10.9
20,3,17,21,17.4,80.0,0.0,10.2
20,4,16,22,16.8,82.0,0.4,9.9
20,5,15,23,16.5,84.0,0.4,10.0
20,4,16,0,16.3,84.0,0.1,8.0
20,3,17,1,16.3,85.0,0.0,7.6
20,3,17,3,15.8,86.0,0.0,7.2
20,3,17,4,15.8,87.0,0.0,8.7
20,3,17,5,16.2,88.0,0.0,8.9
20,3,17,6,16.9,83.0,0.0,9.5
20,7,13,7,17.9,78.0,0.0,10.7
20,10,10,8,18.4,74.0,0.0,11.6
20,11,9,9,19.2,70.0,0.1,11.5
20,11,9,10,19.7,67.0,0.1,4.9
20,0,20,11,20.5,66.0,0.1,9.2
20,3,17,12,20.9,63.0,0.0,13.2
20,0,20,13,21.3,61.0,0.0,13.7
20,1,19,14,21.4,58.0,0.0,14.4
20,8,12,15,21.3,55.0,0.0,14.6
20,4,16,16,20.8,54.0,0.0,14.3
20,1,19,17,20.3,56.0,0.0,12.0
20,5,15,18,19.3,60.0,0.0,9.2
20,5,15,19,18.1,67.0,0.0,7.2
20,0,20,20,17.0,75.0,0.0,6.2
20,6,14,21,16.8,75.0,0.0,6.6
20,5,15,22,16.5,70.0,0.0,8.0
20,5,15,23,15.7,73.0,0.0,8.9
20,9,11,1,14.3,74.0,0.0,7.0
20,9,11,3,12.6,79.0,0.0,7.1
20,8,12,4,12.4,80.0,0.0,7.4
20,8,12,5,13.8,75.0,0.0,7.5
20,8,12,6,14.6,71.0,0.0,7.2
20,10,9,7,15.8,71.0,0.0,5.8
20,12,7,8,17.2,65.0,0.0,5.8
20,10,10,9,18.3,60.0,0.0,6.5
20,11,9,10,18.9,57.0,0.0,2.6
20,5,15,11,19.0,56.0,0.0,5.1
20,4,16,12,19.6,53.0,0.0,6.8
20,2,18,13,19.5,52.0,0.0,8.3
20,0,20,14,19.6,51.0,0.0,8.7
20,0,20,15,19.6,50.0,0.0,8.8
20,4,16,16,19.1,54.0,0.0,8.4
20,0,20,17,18.6,59.0,0.0,7.6
20,2,18,18,18.0,65.0,0.0,7.6
20,1,19,19,17.5,66.0,0.0,7.6
20,0,20,20,16.2,75.0,0.0,6.6
20,0,20,21,15.7,78.0,0.0,6.0
20,1,19,22,15.1,79.0,0.0,2.7
20,0,20,23,14.6,78.0,0.0,4.2
20,0,20,0,14.0,78.0,0.0,4.1
20,0,20,1,12.9,83.0,0.0,4.6
20,0,20,3,11.6,88.0,0.0,4.2
20,0,20,4,11.5,90.0,0.0,4.9
20,0,20,5,13.9,85.0,0.1,4.1
20,0,20,6,15.2,80.0,0.1,4.3
20,3,17,7,15.6,80.0,1.4,5.2
20,1,19,8,16.0,81.0,0.5,6.4
20,9,11,9,16.2,83.0,0.7,6.4
20,0,20,10,16.5,85.0,0.3,7.8
20,2,18,11,16.8,87.0,0.2,9.4
20,1,19,12,17.3,85.0,0.2,10.9
20,7,13,13,17.9,82.0,0.2,10.9
20,1,19,14,17.7,83.0,0.1,10.2
20,2,18,15,18.4,80.0,0.0,9.7
20,7,13,16,18.0,78.0,0.0,9.7
20,10,10,17,17.9,78.0,0.0,8.2
20,7,13,18,17.2,82.0,0.0,7.6
20,2,18,19,16.5,77.0,0.0,8.6
20,3,17,20,15.6,82.0,0.0,8.0
20,0,20,21,14.9,84.0,0.0,8.0
20,1,19,22,14.4,85.0,0.0,7.6
20,0,20,23,13.8,88.0,0.0,5.6
20,2,18,0,12.7,92.0,0.0,5.0
20,3,17,1,12.2,93.0,0.0,5.1
20,3,17,3,11.3,95.0,0.0,5.1
20,3,17,4,11.4,96.0,0.0,5.5
20,3,17,5,13.4,91.0,0.0,6.9
20,3,17,6,15.8,81.0,0.0,7.6
20,7,13,7,17.5,69.0,0.0,9.0
20,11,9,8,18.7,62.0,0.0,9.3
20,10,10,9,19.7,57.0,0.0,8.9
20,1,19,10,20.5,54.0,0.0,8.4
20,5,15,11,20.8,53.0,0.0,8.9
20,8,12,12,21.4,51.0,0.1,9.5
20,1,19,13,21.3,50.0,0.0,10.9
20,2,18,14,21.4,50.0,0.0,11.7
20,4,16,15,21.4,50.0,0.0,11.8
20,2,18,16,21.0,52.0,0.0,10.0
20,0,20,17,20.2,58.0,0.0,8.4
20,1,19,18,19.5,65.0,0.0,7.6
20,0,20,19,18.8,66.0,0.0,7.6
20,0,20,20,17.3,74.0,0.0,7.6
20,0,20,21,16.1,77.0,0.0,7.2
20,1,19,22,15.3,79.0,0.0,7.6
20,1,19,23,14.4,81.0,0.0,6.4
20,1,19,0,13.4,85.0,0.0,7.4
20,1,19,1,12.5,88.0,0.0,8.7
20,0,20,3,11.2,93.0,0.0,8.4
20,0,20,4,11.1,94.0,0.0,9.2
20,0,20,5,13.5,91.0,0.0,8.7
20,0,20,6,17.2,76.0,0.0,6.5
20,6,14,7,19.6,63.0,0.0,9.0
20,14,6,8,20.7,53.0,0.0,13.8
20,12,8,9,21.3,51.0,0.1,16.2
20,9,11,10,21.7,50.0,0.0,12.8
20,11,9,11,22.3,49.0,0.0,15.1
20,1,19,12,22.9,50.0,0.0,15.1
20,0,20,13,23.2,49.0,0.0,14.4
20,0,20,14,23.4,49.0,0.0,13.8
20,1,19,15,23.2,47.0,0.0,12.3
20,1,19,16,22.0,53.0,0.0,10.2
20,0,20,17,21.0,63.0,0.0,7.1
20,0,20,18,19.9,72.0,0.0,4.6
20,1,19,19,18.7,68.0,0.0,7.1
20,0,20,20,16.9,71.0,0.2,5.9
20,1,19,21,15.7,74.0,0.0,6.1
20,0,20,22,14.9,76.0,0.0,6.9
20,0,20,23,13.9,79.0,0.0,6.3
20,0,20,0,13.1,81.0,0.0,6.6
20,0,20,1,12.3,83.0,0.0,6.1
20,0,20,3,11.4,85.0,0.0,5.8
20,1,19,4,11.6,87.0,0.0,4.9
20,1,19,5,14.3,87.0,0.0,4.9
20,0,20,6,17.5,73.0,0.0,3.1
20,0,20,7,19.5,63.0,0.0,3.4
20,0,20,8,21.0,53.0,0.0,7.2
20,0,20,9,21.4,52.0,0.1,10.9
20,2,18,10,21.6,51.0,0.0,1.8
20,0,20,11,22.5,49.0,0.0,2.6
20,0,20,12,23.0,46.0,0.0,2.9
20,0,20,13,23.7,45.0,0.0,4.0
20,0,20,14,23.9,42.0,0.0,3.2
20,0,20,15,23.8,42.0,0.0,3.9
20,0,20,16,23.8,43.0,0.0,4.3
20,0,20,17,23.6,47.0,0.0,3.3
20,0,20,18,22.1,61.0,0.0,4.4
20,1,19,19,20.0,72.0,0.0,5.0
20,1,19,20,18.2,76.0,0.0,4.9
20,2,18,21,17.0,79.0,0.0,5.1
20,3,17,22,16.1,82.0,0.0,3.9
20,2,18,23,15.4,83.0,0.0,3.8
20,3,17,0,15.15192901234568,76.87885802469135,0.1673611111111111,8.008641975308642
20,2,18,1,15.15192901234568,76.87885802469135,0.1673611111111111,8.008641975308642
20,1,19,3,15.15192901234568,76.87885802469135,0.1673611111111111,8.008641975308642
20,3,17,4,15.15192901234568,76.87885802469135,0.1673611111111111,8.008641975308642
20,3,17,5,15.15192901234568,76.87885802469135,0.1673611111111111,8.008641975308642
20,3,17,6,15.15192901234568,76.87885802469135,0.1673611111111111,8.008641975308642
20,3,17,7,15.15192901234568,76.87885802469135,0.1673611111111111,8.008641975308642
20,3,17,8,15.15192901234568,76.87885802469135,0.1673611111111111,8.008641975308642
20,5,15,9,15.15192901234568,76.87885802469135,0.1673611111111111,8.008641975308642
20,5,15,10,15.15192901234568,76.87885802469135,0.1673611111111111,8.008641975308642
20,5,15,11,15.15192901234568,76.87885802469135,0.1673611111111111,8.008641975308642
20,5,15,12,15.15192901234568,76.87885802469135,0.1673611111111111,8.008641975308642
20,6,14,13,15.15192901234568,76.87885802469135,0.1673611111111111,8.008641975308642
20,6,14,14,15.15192901234568,76.87885802469135,0.1673611111111111,8.008641975308642
20,9,11,15,15.15192901234568,76.87885802469135,0.1673611111111111,8.008641975308642
20,8,12,16,15.15192901234568,76.87885802469135,0.1673611111111111,8.008641975308642
20,6,14,17,15.15192901234568,76.87885802469135,0.1673611111111111,8.008641975308642
20,7,13,18,15.15192901234568,76.87885802469135,0.1673611111111111,8.008641975308642
20,10,10,19,15.15192901234568,76.87885802469135,0.1673611111111111,8.008641975308642
20,9,11,20,15.15192901234568,76.87885802469135,0.1673611111111111,8.008641975308642
20,4,16,21,15.15192901234568,76.87885802469135,0.1673611111111111,8.008641975308642
20,1,19,22,15.15192901234568,76.87885802469135,0.1673611111111111,8.008641975308642
20,1,19,23,15.15192901234568,76.87885802469135,0.1673611111111111,8.008641975308642
20,2,18,0,15.15192901234568,76.87885802469135,0.1673611111111111,8.008641975308642
20,2,18,1,15.15192901234568,76.87885802469135,0.1673611111111111,8.008641975308642
20,1,19,3,15.15192901234568,76.87885802469135,0.1673611111111111,8.008641975308642
20,1,19,4,15.15192901234568,76.87885802469135,0.1673611111111111,8.008641975308642
20,1,19,5,15.15192901234568,76.87885802469135,0.1673611111111111,8.008641975308642
20,0,20,6,15.15192901234568,76.87885802469135,0.1673611111111111,8.008641975308642
20,7,13,7,15.15192901234568,76.87885802469135,0.1673611111111111,8.008641975308642
20,10,10,8,15.15192901234568,76.87885802469135,0.1673611111111111,8.008641975308642
20,13,7,9,15.15192901234568,76.87885802469135,0.1673611111111111,8.008641975308642
20,12,8,10,15.15192901234568,76.87885802469135,0.1673611111111111,8.008641975308642
20,5,15,11,15.15192901234568,76.87885802469135,0.1673611111111111,8.008641975308642
20,0,20,12,15.15192901234568,76.87885802469135,0.1673611111111111,8.008641975308642
20,4,16,13,15.15192901234568,76.87885802469135,0.1673611111111111,8.008641975308642
20,0,20,14,15.15192901234568,76.87885802469135,0.1673611111111111,8.008641975308642
20,5,15,15,15.15192901234568,76.87885802469135,0.1673611111111111,8.008641975308642
20,4,16,16,15.15192901234568,76.87885802469135,0.1673611111111111,8.008641975308642
20,0,20,17,15.15192901234568,76.87885802469135,0.1673611111111111,8.008641975308642
20,6,14,18,15.15192901234568,76.87885802469135,0.1673611111111111,8.008641975308642
20,6,14,19,15.15192901234568,76.87885802469135,0.1673611111111111,8.008641975308642
20,7,13,20,15.15192901234568,76.87885802469135,0.1673611111111111,8.008641975308642
20,7,13,21,15.15192901234568,76.87885802469135,0.1673611111111111,8.008641975308642
20,6,14,22,15.15192901234568,76.87885802469135,0.1673611111111111,8.008641975308642
20,4,16,23,15.15192901234568,76.87885802469135,0.1673611111111111,8.008641975308642
20,5,15,0,15.15192901234568,76.87885802469135,0.1673611111111111,8.008641975308642
20,4,16,1,15.15192901234568,76.87885802469135,0.1673611111111111,8.008641975308642
20,5,15,3,15.15192901234568,76.87885802469135,0.1673611111111111,8.008641975308642
20,5,15,4,15.15192901234568,76.87885802469135,0.1673611111111111,8.008641975308642
20,5,15,5,15.15192901234568,76.87885802469135,0.1673611111111111,8.008641975308642
20,5,15,6,15.15192901234568,76.87885802469135,0.1673611111111111,8.008641975308642
20,7,13,7,15.15192901234568,76.87885802469135,0.1673611111111111,8.008641975308642
20,10,10,8,15.15192901234568,76.87885802469135,0.1673611111111111,8.008641975308642
20,9,11,9,15.15192901234568,76.87885802469135,0.1673611111111111,8.008641975308642
20,4,16,10,15.15192901234568,76.87885802469135,0.1673611111111111,8.008641975308642
20,5,15,11,15.15192901234568,76.87885802469135,0.1673611111111111,8.008641975308642
20,6,14,12,15.15192901234568,76.87885802469135,0.1673611111111111,8.008641975308642
20,0,20,13,15.15192901234568,76.87885802469135,0.1673611111111111,8.008641975308642
20,0,20,14,15.15192901234568,76.87885802469135,0.1673611111111111,8.008641975308642
20,10,10,15,15.15192901234568,76.87885802469135,0.1673611111111111,8.008641975308642
20,10,10,16,15.15192901234568,76.87885802469135,0.1673611111111111,8.008641975308642
20,9,11,17,15.15192901234568,76.87885802469135,0.1673611111111111,8.008641975308642
20,7,13,18,15.15192901234568,76.87885802469135,0.1673611111111111,8.008641975308642
20,4,16,19,15.15192901234568,76.87885802469135,0.1673611111111111,8.008641975308642
20,5,15,20,15.15192901234568,76.87885802469135,0.1673611111111111,8.008641975308642
20,6,14,21,15.15192901234568,76.87885802469135,0.1673611111111111,8.008641975308642
20,6,14,22,15.15192901234568,76.87885802469135,0.1673611111111111,8.008641975308642
20,13,7,23,15.15192901234568,76.87885802469135,0.1673611111111111,8.008641975308642
20,14,6,0,15.15192901234568,76.87885802469135,0.1673611111111111,8.008641975308642
20,16,4,1,15.15192901234568,76.87885802469135,0.1673611111111111,8.008641975308642
20,16,4,3,15.15192901234568,76.87885802469135,0.1673611111111111,8.008641975308642
20,14,6,4,15.15192901234568,76.87885802469135,0.1673611111111111,8.008641975308642
20,13,7,5,15.15192901234568,76.87885802469135,0.1673611111111111,8.008641975308642
20,13,7,6,15.15192901234568,76.87885802469135,0.1673611111111111,8.008641975308642
20,14,6,7,15.15192901234568,76.87885802469135,0.1673611111111111,8.008641975308642
20,17,3,8,15.15192901234568,76.87885802469135,0.1673611111111111,8.008641975308642
20,16,4,9,15.15192901234568,76.87885802469135,0.1673611111111111,8.008641975308642
20,8,12,10,15.15192901234568,76.87885802469135,0.1673611111111111,8.008641975308642
20,8,12,11,15.15192901234568,76.87885802469135,0.1673611111111111,8.008641975308642
20,0,20,12,15.15192901234568,76.87885802469135,0.1673611111111111,8.008641975308642
20,0,20,13,15.15192901234568,76.87885802469135,0.1673611111111111,8.008641975308642
20,0,20,14,15.15192901234568,76.87885802469135,0.1673611111111111,8.008641975308642
20,9,11,15,15.15192901234568,76.87885802469135,0.1673611111111111,8.008641975308642
20,7,13,16,15.15192901234568,76.87885802469135,0.1673611111111111,8.008641975308642
20,3,17,17,15.15192901234568,76.87885802469135,0.1673611111111111,8.008641975308642
20,7,13,18,15.15192901234568,76.87885802469135,0.1673611111111111,8.008641975308642
20,3,17,19,15.15192901234568,76.87885802469135,0.1673611111111111,8.008641975308642
20,4,16,20,15.15192901234568,76.87885802469135,0.1673611111111111,8.008641975308642
20,5,15,21,15.15192901234568,76.87885802469135,0.1673611111111111,8.008641975308642
20,4,16,22,15.15192901234568,76.87885802469135,0.1673611111111111,8.008641975308642
20,9,11,23,15.15192901234568,76.87885802469135,0.1673611111111111,8.008641975308642
20,11,9,0,15.15192901234568,76.87885802469135,0.1673611111111111,8.008641975308642
20,11,9,1,15.15192901234568,76.87885802469135,0.1673611111111111,8.008641975308642
20,14,6,3,15.15192901234568,76.87885802469135,0.1673611111111111,8.008641975308642
20,15,5,4,15.15192901234568,76.87885802469135,0.1673611111111111,8.008641975308642
20,15,5,5,15.15192901234568,76.87885802469135,0.1673611111111111,8.008641975308642
20,15,5,6,15.15192901234568,76.87885802469135,0.1673611111111111,8.008641975308642
20,18,2,7,15.15192901234568,76.87885802469135,0.1673611111111111,8.008641975308642
20,20,0,8,15.15192901234568,76.87885802469135,0.1673611111111111,8.008641975308642
20,14,6,9,15.15192901234568,76.87885802469135,0.1673611111111111,8.008641975308642
20,15,5,10,15.15192901234568,76.87885802469135,0.1673611111111111,8.008641975308642
20,13,7,11,15.15192901234568,76.87885802469135,0.1673611111111111,8.008641975308642
20,9,11,12,15.15192901234568,76.87885802469135,0.1673611111111111,8.008641975308642
20,7,13,12,15.15192901234568,76.87885802469135,0.1673611111111111,8.008641975308642
20,0,20,13,15.15192901234568,76.87885802469135,0.1673611111111111,8.008641975308642
20,0,20,14,15.15192901234568,76.87885802469135,0.1673611111111111,8.008641975308642
20,8,12,15,15.15192901234568,76.87885802469135,0.1673611111111111,8.008641975308642
20,9,11,16,15.15192901234568,76.87885802469135,0.1673611111111111,8.008641975308642
20,5,15,16,15.15192901234568,76.87885802469135,0.1673611111111111,8.008641975308642
20,8,12,17,15.15192901234568,76.87885802469135,0.1673611111111111,8.008641975308642
20,8,12,17,15.15192901234568,76.87885802469135,0.1673611111111111,8.008641975308642
20,8,12,17,15.15192901234568,76.87885802469135,0.1673611111111111,8.008641975308642
20,1,19,18,15.15192901234568,76.87885802469135,0.1673611111111111,8.008641975308642
20,0,20,19,15.15192901234568,76.87885802469135,0.1673611111111111,8.008641975308642
20,2,18,20,15.15192901234568,76.87885802469135,0.1673611111111111,8.008641975308642
20,2,18,21,15.15192901234568,76.87885802469135,0.1673611111111111,8.008641975308642
20,1,19,22,15.15192901234568,76.87885802469135,0.1673611111111111,8.008641975308642
20,1,19,23,15.15192901234568,76.87885802469135,0.1673611111111111,8.008641975308642
20,3,17,0,15.15192901234568,76.87885802469135,0.1673611111111111,8.008641975308642
20,3,17,1,15.15192901234568,76.87885802469135,0.1673611111111111,8.008641975308642
20,4,16,3,15.15192901234568,76.87885802469135,0.1673611111111111,8.008641975308642
20,4,16,4,15.15192901234568,76.87885802469135,0.1673611111111111,8.008641975308642
20,4,16,5,15.15192901234568,76.87885802469135,0.1673611111111111,8.008641975308642
20,4,16,6,15.15192901234568,76.87885802469135,0.1673611111111111,8.008641975308642
20,3,17,7,15.15192901234568,76.87885802469135,0.1673611111111111,8.008641975308642
20,7,13,8,15.15192901234568,76.87885802469135,0.1673611111111111,8.008641975308642
20,12,8,9,15.15192901234568,76.87885802469135,0.1673611111111111,8.008641975308642
20,20,0,10,15.15192901234568,76.87885802469135,0.1673611111111111,8.008641975308642
20,15,5,11,15.15192901234568,76.87885802469135,0.1673611111111111,8.008641975308642
20,15,5,12,15.15192901234568,76.87885802469135,0.1673611111111111,8.008641975308642
20,7,13,13,15.15192901234568,76.87885802469135,0.1673611111111111,8.008641975308642
20,6,14,14,15.15192901234568,76.87885802469135,0.1673611111111111,8.008641975308642
20,2,18,15,15.15192901234568,76.87885802469135,0.1673611111111111,8.008641975308642
20,2,18,16,15.15192901234568,76.87885802469135,0.1673611111111111,8.008641975308642
20,9,11,17,15.15192901234568,76.87885802469135,0.1673611111111111,8.008641975308642
20,9,11,18,15.15192901234568,76.87885802469135,0.1673611111111111,8.008641975308642
20,9,11,19,15.15192901234568,76.87885802469135,0.1673611111111111,8.008641975308642
20,7,13,20,15.15192901234568,76.87885802469135,0.1673611111111111,8.008641975308642
20,6,14,21,15.15192901234568,76.87885802469135,0.1673611111111111,8.008641975308642
20,6,14,21,15.15192901234568,76.87885802469135,0.1673611111111111,8.008641975308642
20,4,16,22,15.15192901234568,76.87885802469135,0.1673611111111111,8.008641975308642
