datetime,capacity,vehicles_available,capacity_free
2023-06-21 03:15:57,20,16,4
2023-06-21 04:35:28,20,14,6
2023-06-21 05:13:58,20,13,7
2023-06-21 06:15:45,20,13,7
2023-06-21 07:13:15,20,14,6
2023-06-21 08:17:14,20,17,3
2023-06-21 09:12:28,20,16,4
2023-06-21 10:16:22,20,8,12
2023-06-21 11:12:59,20,8,12
2023-06-21 12:14:39,20,0,20
2023-06-21 13:11:03,20,0,20
2023-06-21 14:26:47,20,0,20
2023-06-21 15:16:29,20,9,11
2023-06-21 16:14:56,20,7,13
2023-06-21 17:13:02,20,3,17
2023-06-21 18:16:59,20,7,13
2023-06-21 19:11:47,20,3,17
2023-06-21 20:16:08,20,4,16
2023-06-21 21:10:43,20,5,15
2023-06-21 22:13:58,20,4,16
2023-06-21 23:12:54,20,9,11
2023-06-22 00:12:08,20,11,9
2023-06-22 01:13:23,20,11,9
2023-06-22 03:17:02,20,14,6
2023-06-22 04:40:09,20,15,5
2023-06-22 05:14:02,20,15,5
2023-06-22 06:15:38,20,15,5
2023-06-22 07:12:49,20,18,2
2023-06-22 08:17:16,20,20,0
2023-06-22 09:12:01,20,14,6
2023-06-22 10:16:12,20,15,5
2023-06-22 11:12:40,20,13,7
2023-06-22 12:13:56,20,9,11
2023-06-22 12:20:17,20,7,13
2023-06-22 13:11:02,20,0,20
2023-06-22 14:27:43,20,0,20
2023-06-22 15:15:52,20,8,12
2023-06-22 16:11:57,20,9,11
2023-06-22 16:43:29,20,5,15
2023-06-22 17:06:32,20,8,12
2023-06-22 17:07:23,20,8,12
2023-06-22 17:13:12,20,8,12
2023-06-22 18:16:51,20,1,19
2023-06-22 19:11:28,20,0,20
2023-06-22 20:16:27,20,2,18
2023-06-22 21:12:33,20,2,18
2023-06-22 22:16:00,20,1,19
2023-06-22 23:13:17,20,1,19
2023-06-23 00:14:31,20,3,17
2023-06-23 01:16:09,20,3,17
2023-06-23 03:24:52,20,4,16
2023-06-23 04:58:22,20,4,16
2023-06-23 05:31:32,20,4,16
2023-06-23 06:18:22,20,4,16
2023-06-23 07:14:49,20,3,17
2023-06-23 08:20:26,20,7,13
2023-06-23 09:14:02,20,12,8
2023-06-23 10:18:33,20,20,0
2023-06-23 11:14:50,20,15,5
2023-06-23 12:16:31,20,15,5
2023-06-23 13:12:48,20,7,13
2023-06-23 14:29:31,20,6,14
2023-06-23 15:23:25,20,2,18
2023-06-23 16:13:13,20,2,18
2023-06-23 17:15:39,20,9,11
2023-06-23 18:19:47,20,9,11
2023-06-23 19:13:32,20,9,11
2023-06-23 20:18:27,20,7,13
2023-06-23 21:11:51,20,6,14
2023-06-23 21:59:25,20,6,14
2023-06-23 22:15:44,20,4,16
